Order_ID,Ship_Mode,Ship_Date,Ship_ID
109,DELIVERY TRUCK,15.09.2011,SHP_150
110,DELIVERY TRUCK,22.09.2010,SHP_151
111,REGULAR AIR,19.08.2010,SHP_152
112,REGULAR AIR,16.09.2009,SHP_153
113,DELIVERY TRUCK,23.06.2009,SHP_154
114,DELIVERY TRUCK,30.08.2012,SHP_155
115,REGULAR AIR,09.06.2011,SHP_156
116,REGULAR AIR,09.10.2009,SHP_158
117,REGULAR AIR,07.12.2010,SHP_160
118,REGULAR AIR,09.06.2009,SHP_161
119,REGULAR AIR,28.07.2009,SHP_162
120,EXPRESS AIR,10.09.2011,SHP_163
121,REGULAR AIR,12.01.2009,SHP_164
122,REGULAR AIR,15.08.2010,SHP_165
123,REGULAR AIR,06.08.2009,SHP_167
124,DELIVERY TRUCK,19.09.2011,SHP_168
125,EXPRESS AIR,24.10.2011,SHP_169
126,REGULAR AIR,15.11.2009,SHP_170
127,REGULAR AIR,04.07.2010,SHP_172
128,REGULAR AIR,04.02.2009,SHP_174
129,REGULAR AIR,17.03.2012,SHP_175
130,REGULAR AIR,10.08.2009,SHP_176
131,REGULAR AIR,03.04.2010,SHP_178
132,REGULAR AIR,31.07.2010,SHP_179
133,REGULAR AIR,05.06.2009,SHP_180
134,REGULAR AIR,13.10.2010,SHP_181
135,EXPRESS AIR,19.05.2010,SHP_182
136,REGULAR AIR,08.02.2011,SHP_183
137,REGULAR AIR,09.12.2010,SHP_184
138,DELIVERY TRUCK,07.01.2009,SHP_185
139,DELIVERY TRUCK,14.03.2012,SHP_186
140,REGULAR AIR,30.08.2010,SHP_188
141,REGULAR AIR,22.06.2011,SHP_189
142,REGULAR AIR,04.08.2010,SHP_190
143,REGULAR AIR,25.11.2010,SHP_192
144,DELIVERY TRUCK,03.08.2009,SHP_193
145,DELIVERY TRUCK,10.08.2011,SHP_195
146,DELIVERY TRUCK,08.05.2010,SHP_196
147,REGULAR AIR,03.07.2012,SHP_198
148,REGULAR AIR,24.03.2011,SHP_199
149,EXPRESS AIR,21.11.2011,SHP_200
150,DELIVERY TRUCK,03.12.2012,SHP_201
151,EXPRESS AIR,30.07.2010,SHP_203
152,REGULAR AIR,17.05.2012,SHP_204
153,REGULAR AIR,03.03.2012,SHP_205
154,REGULAR AIR,21.08.2010,SHP_207
155,REGULAR AIR,28.06.2010,SHP_209
156,REGULAR AIR,30.10.2012,SHP_210
157,DELIVERY TRUCK,16.01.2010,SHP_1483
158,EXPRESS AIR,08.07.2012,SHP_212
159,EXPRESS AIR,10.08.2011,SHP_214
160,REGULAR AIR,22.02.2010,SHP_215
161,REGULAR AIR,22.06.2011,SHP_216
162,REGULAR AIR,04.09.2009,SHP_217
163,REGULAR AIR,22.06.2009,SHP_220
164,REGULAR AIR,10.02.2012,SHP_221
165,EXPRESS AIR,11.03.2009,SHP_224
166,REGULAR AIR,06.06.2011,SHP_225
167,REGULAR AIR,11.03.2012,SHP_226
168,REGULAR AIR,14.08.2011,SHP_228
169,REGULAR AIR,03.09.2009,SHP_229
170,REGULAR AIR,27.01.2010,SHP_230
171,REGULAR AIR,04.09.2011,SHP_231
172,REGULAR AIR,09.02.2012,SHP_233
173,REGULAR AIR,21.03.2011,SHP_235
174,REGULAR AIR,10.05.2011,SHP_236
175,REGULAR AIR,25.09.2009,SHP_238
176,REGULAR AIR,11.07.2012,SHP_239
177,REGULAR AIR,15.01.2010,SHP_240
178,REGULAR AIR,27.08.2009,SHP_241
179,REGULAR AIR,09.10.2009,SHP_242
180,REGULAR AIR,11.11.2011,SHP_5084
181,REGULAR AIR,15.04.2012,SHP_244
182,REGULAR AIR,03.01.2012,SHP_245
183,REGULAR AIR,09.03.2011,SHP_246
184,REGULAR AIR,04.07.2009,SHP_247
185,DELIVERY TRUCK,17.04.2011,SHP_249
186,REGULAR AIR,26.11.2011,SHP_250
187,REGULAR AIR,26.04.2012,SHP_252
188,REGULAR AIR,27.03.2011,SHP_253
189,REGULAR AIR,18.07.2010,SHP_255
190,REGULAR AIR,25.10.2010,SHP_256
191,REGULAR AIR,26.08.2009,SHP_257
192,REGULAR AIR,13.06.2011,SHP_258
193,DELIVERY TRUCK,24.11.2012,SHP_259
194,REGULAR AIR,01.05.2009,SHP_262
195,REGULAR AIR,12.05.2012,SHP_263
196,REGULAR AIR,16.10.2010,SHP_267
197,REGULAR AIR,23.07.2011,SHP_269
198,REGULAR AIR,11.07.2011,SHP_270
199,EXPRESS AIR,18.09.2012,SHP_272
200,REGULAR AIR,17.01.2009,SHP_273
201,EXPRESS AIR,22.10.2010,SHP_274
202,REGULAR AIR,30.08.2010,SHP_276
203,REGULAR AIR,09.05.2010,SHP_278
204,REGULAR AIR,22.06.2011,SHP_279
205,DELIVERY TRUCK,26.11.2010,SHP_280
206,REGULAR AIR,29.04.2012,SHP_281
207,REGULAR AIR,30.08.2012,SHP_282
208,REGULAR AIR,01.08.2011,SHP_284
209,REGULAR AIR,07.10.2012,SHP_285
210,REGULAR AIR,07.02.2010,SHP_287
211,REGULAR AIR,18.10.2011,SHP_289
212,REGULAR AIR,21.08.2009,SHP_291
213,REGULAR AIR,15.06.2010,SHP_294
214,DELIVERY TRUCK,27.02.2010,SHP_297
215,REGULAR AIR,16.08.2009,SHP_299
216,REGULAR AIR,15.05.2011,SHP_300
217,REGULAR AIR,08.10.2010,SHP_301
218,REGULAR AIR,24.10.2009,SHP_303
219,REGULAR AIR,11.06.2010,SHP_305
220,REGULAR AIR,10.01.2011,SHP_306
221,EXPRESS AIR,30.01.2009,SHP_308
222,REGULAR AIR,30.03.2011,SHP_309
223,REGULAR AIR,22.11.2010,SHP_311
224,REGULAR AIR,31.05.2011,SHP_312
225,REGULAR AIR,14.05.2012,SHP_313
226,EXPRESS AIR,09.06.2010,SHP_314
227,REGULAR AIR,30.11.2009,SHP_315
228,REGULAR AIR,01.09.2012,SHP_316
229,EXPRESS AIR,27.02.2010,SHP_318
230,REGULAR AIR,22.05.2012,SHP_319
231,REGULAR AIR,09.11.2009,SHP_320
232,REGULAR AIR,29.08.2010,SHP_321
233,DELIVERY TRUCK,18.08.2012,SHP_323
234,REGULAR AIR,10.11.2012,SHP_324
235,DELIVERY TRUCK,02.06.2011,SHP_326
236,REGULAR AIR,11.08.2011,SHP_328
237,DELIVERY TRUCK,06.03.2009,SHP_5097
238,REGULAR AIR,08.06.2010,SHP_331
239,REGULAR AIR,19.02.2012,SHP_332
240,DELIVERY TRUCK,29.02.2012,SHP_333
241,REGULAR AIR,16.10.2009,SHP_335
242,REGULAR AIR,14.03.2009,SHP_336
243,DELIVERY TRUCK,14.03.2010,SHP_337
244,REGULAR AIR,09.07.2009,SHP_338
245,REGULAR AIR,23.11.2012,SHP_339
246,REGULAR AIR,03.03.2009,SHP_341
247,REGULAR AIR,24.09.2011,SHP_342
248,REGULAR AIR,23.07.2011,SHP_343
249,EXPRESS AIR,15.07.2009,SHP_344
250,REGULAR AIR,29.03.2010,SHP_345
251,EXPRESS AIR,08.02.2010,SHP_347
252,DELIVERY TRUCK,19.09.2012,SHP_348
253,REGULAR AIR,24.12.2010,SHP_349
254,REGULAR AIR,01.06.2009,SHP_350
255,REGULAR AIR,22.12.2012,SHP_351
256,REGULAR AIR,16.02.2012,SHP_352
257,REGULAR AIR,05.07.2010,SHP_353
258,EXPRESS AIR,18.05.2011,SHP_354
259,REGULAR AIR,10.03.2010,SHP_355
260,REGULAR AIR,28.04.2009,SHP_356
261,REGULAR AIR,10.04.2012,SHP_357
262,REGULAR AIR,02.01.2011,SHP_358
263,REGULAR AIR,02.02.2010,SHP_359
264,REGULAR AIR,16.04.2012,SHP_361
265,REGULAR AIR,20.05.2010,SHP_362
266,REGULAR AIR,28.07.2009,SHP_364
267,EXPRESS AIR,02.04.2009,SHP_365
268,EXPRESS AIR,13.06.2012,SHP_366
269,REGULAR AIR,02.09.2010,SHP_367
270,DELIVERY TRUCK,11.08.2012,SHP_368
271,REGULAR AIR,08.05.2010,SHP_370
272,REGULAR AIR,25.08.2011,SHP_371
273,REGULAR AIR,23.09.2010,SHP_372
274,REGULAR AIR,30.06.2012,SHP_373
275,REGULAR AIR,17.01.2011,SHP_374
276,REGULAR AIR,12.10.2010,SHP_375
277,REGULAR AIR,11.06.2011,SHP_376
278,REGULAR AIR,05.07.2012,SHP_377
279,REGULAR AIR,16.03.2010,SHP_378
280,REGULAR AIR,15.11.2010,SHP_379
281,REGULAR AIR,14.11.2009,SHP_380
282,REGULAR AIR,14.09.2011,SHP_382
283,REGULAR AIR,25.11.2009,SHP_383
284,REGULAR AIR,12.07.2010,SHP_384
285,REGULAR AIR,07.03.2009,SHP_385
286,REGULAR AIR,19.02.2011,SHP_387
287,EXPRESS AIR,20.11.2011,SHP_388
288,REGULAR AIR,05.06.2011,SHP_389
289,REGULAR AIR,25.05.2010,SHP_390
290,REGULAR AIR,31.05.2009,SHP_392
291,REGULAR AIR,30.08.2012,SHP_393
292,REGULAR AIR,17.12.2011,SHP_394
293,REGULAR AIR,10.12.2009,SHP_395
294,REGULAR AIR,03.07.2012,SHP_396
295,REGULAR AIR,26.12.2010,SHP_397
296,REGULAR AIR,21.05.2011,SHP_398
297,DELIVERY TRUCK,13.01.2012,SHP_399
298,REGULAR AIR,05.10.2011,SHP_400
299,REGULAR AIR,07.03.2010,SHP_402
300,DELIVERY TRUCK,05.11.2011,SHP_404
301,DELIVERY TRUCK,07.01.2009,SHP_405
302,REGULAR AIR,27.11.2010,SHP_406
303,REGULAR AIR,09.04.2011,SHP_408
304,REGULAR AIR,01.04.2010,SHP_409
305,REGULAR AIR,11.03.2012,SHP_410
306,REGULAR AIR,21.02.2009,SHP_412
307,DELIVERY TRUCK,01.10.2009,SHP_413
308,REGULAR AIR,02.11.2012,SHP_414
309,DELIVERY TRUCK,23.07.2011,SHP_415
310,REGULAR AIR,25.11.2010,SHP_416
311,REGULAR AIR,07.02.2010,SHP_417
312,REGULAR AIR,05.01.2011,SHP_2979
313,REGULAR AIR,04.08.2009,SHP_419
314,REGULAR AIR,06.06.2010,SHP_420
315,DELIVERY TRUCK,03.08.2009,SHP_421
316,REGULAR AIR,30.12.2010,SHP_422
317,REGULAR AIR,11.10.2012,SHP_423
318,EXPRESS AIR,04.04.2011,SHP_424
319,REGULAR AIR,25.11.2009,SHP_426
320,DELIVERY TRUCK,12.04.2012,SHP_427
321,REGULAR AIR,18.02.2010,SHP_428
322,REGULAR AIR,26.09.2010,SHP_429
323,EXPRESS AIR,21.02.2009,SHP_430
324,REGULAR AIR,13.11.2012,SHP_432
325,REGULAR AIR,29.10.2011,SHP_433
326,REGULAR AIR,23.12.2009,SHP_434
327,REGULAR AIR,07.05.2010,SHP_435
328,REGULAR AIR,09.01.2011,SHP_436
329,EXPRESS AIR,09.07.2012,SHP_439
330,REGULAR AIR,10.03.2009,SHP_440
331,REGULAR AIR,31.12.2011,SHP_443
332,REGULAR AIR,31.03.2009,SHP_444
333,REGULAR AIR,15.02.2011,SHP_445
334,REGULAR AIR,28.01.2011,SHP_446
335,REGULAR AIR,08.09.2012,SHP_448
336,DELIVERY TRUCK,18.05.2009,SHP_450
337,REGULAR AIR,02.08.2012,SHP_451
338,EXPRESS AIR,24.04.2012,SHP_453
339,REGULAR AIR,19.07.2012,SHP_454
340,REGULAR AIR,23.09.2012,SHP_455
341,REGULAR AIR,22.05.2010,SHP_456
342,REGULAR AIR,04.12.2009,SHP_457
343,DELIVERY TRUCK,02.06.2010,SHP_458
344,REGULAR AIR,26.09.2010,SHP_459
345,REGULAR AIR,20.11.2012,SHP_460
346,REGULAR AIR,16.12.2010,SHP_461
347,REGULAR AIR,27.10.2012,SHP_462
348,REGULAR AIR,18.06.2010,SHP_463
349,REGULAR AIR,03.07.2012,SHP_464
350,REGULAR AIR,06.02.2009,SHP_465
351,EXPRESS AIR,27.08.2011,SHP_466
352,REGULAR AIR,27.06.2009,SHP_467
353,REGULAR AIR,03.05.2010,SHP_468
354,REGULAR AIR,09.04.2009,SHP_469
355,REGULAR AIR,11.09.2011,SHP_470
356,DELIVERY TRUCK,16.04.2011,SHP_471
357,REGULAR AIR,15.02.2011,SHP_473
358,REGULAR AIR,31.07.2011,SHP_474
359,REGULAR AIR,11.08.2010,SHP_476
360,REGULAR AIR,06.04.2009,SHP_477
361,DELIVERY TRUCK,27.10.2010,SHP_479
362,EXPRESS AIR,30.05.2012,SHP_480
363,REGULAR AIR,12.09.2012,SHP_482
364,REGULAR AIR,16.03.2011,SHP_485
365,REGULAR AIR,19.06.2011,SHP_486
366,REGULAR AIR,13.01.2011,SHP_487
367,REGULAR AIR,06.03.2009,SHP_490
368,REGULAR AIR,14.12.2009,SHP_493
369,REGULAR AIR,04.02.2009,SHP_494
370,EXPRESS AIR,02.09.2009,SHP_496
371,REGULAR AIR,10.03.2012,SHP_497
372,DELIVERY TRUCK,19.11.2009,SHP_499
373,EXPRESS AIR,26.07.2010,SHP_500
374,REGULAR AIR,06.08.2010,SHP_502
375,REGULAR AIR,08.03.2011,SHP_503
376,REGULAR AIR,22.10.2011,SHP_504
377,REGULAR AIR,05.08.2009,SHP_505
378,DELIVERY TRUCK,30.04.2010,SHP_506
379,REGULAR AIR,26.04.2009,SHP_508
380,REGULAR AIR,06.12.2011,SHP_509
381,REGULAR AIR,07.08.2010,SHP_510
382,REGULAR AIR,17.09.2011,SHP_511
383,REGULAR AIR,03.10.2009,SHP_512
384,REGULAR AIR,02.03.2009,SHP_513
385,REGULAR AIR,25.06.2009,SHP_514
386,REGULAR AIR,17.01.2011,SHP_516
387,REGULAR AIR,20.01.2012,SHP_518
388,REGULAR AIR,23.05.2010,SHP_519
389,DELIVERY TRUCK,16.03.2012,SHP_520
390,REGULAR AIR,08.08.2011,SHP_522
391,REGULAR AIR,22.05.2011,SHP_524
392,EXPRESS AIR,24.12.2010,SHP_526
393,REGULAR AIR,08.07.2009,SHP_527
394,REGULAR AIR,28.05.2009,SHP_528
395,REGULAR AIR,23.08.2012,SHP_530
396,DELIVERY TRUCK,27.01.2011,SHP_532
397,DELIVERY TRUCK,04.12.2012,SHP_533
398,REGULAR AIR,08.09.2010,SHP_534
399,REGULAR AIR,29.03.2011,SHP_536
400,REGULAR AIR,21.08.2010,SHP_537
401,EXPRESS AIR,02.12.2010,SHP_538
402,REGULAR AIR,27.03.2011,SHP_541
403,REGULAR AIR,20.12.2009,SHP_543
404,REGULAR AIR,06.05.2011,SHP_544
405,REGULAR AIR,25.10.2010,SHP_545
406,REGULAR AIR,13.05.2010,SHP_547
407,REGULAR AIR,13.04.2010,SHP_548
408,REGULAR AIR,26.01.2009,SHP_549
409,EXPRESS AIR,19.11.2010,SHP_552
410,DELIVERY TRUCK,01.10.2010,SHP_553
411,DELIVERY TRUCK,04.08.2010,SHP_1787
412,DELIVERY TRUCK,15.06.2011,SHP_555
413,REGULAR AIR,07.05.2010,SHP_556
414,REGULAR AIR,01.09.2010,SHP_557
415,REGULAR AIR,01.11.2012,SHP_558
416,REGULAR AIR,16.07.2009,SHP_559
417,DELIVERY TRUCK,14.08.2012,SHP_561
418,REGULAR AIR,04.02.2009,SHP_562
419,REGULAR AIR,09.07.2012,SHP_563
420,REGULAR AIR,28.03.2009,SHP_564
421,REGULAR AIR,25.09.2010,SHP_565
422,REGULAR AIR,30.03.2011,SHP_566
423,REGULAR AIR,03.07.2009,SHP_567
424,REGULAR AIR,12.12.2010,SHP_568
425,REGULAR AIR,17.09.2009,SHP_569
426,REGULAR AIR,06.02.2011,SHP_570
427,REGULAR AIR,12.09.2010,SHP_571
428,REGULAR AIR,03.03.2010,SHP_572
429,REGULAR AIR,17.09.2009,SHP_574
430,REGULAR AIR,10.01.2011,SHP_575
431,REGULAR AIR,28.07.2011,SHP_577
432,REGULAR AIR,25.12.2009,SHP_578
433,REGULAR AIR,01.11.2012,SHP_579
434,REGULAR AIR,24.12.2009,SHP_580
435,REGULAR AIR,17.04.2012,SHP_581
436,REGULAR AIR,15.05.2011,SHP_582
437,EXPRESS AIR,07.12.2011,SHP_583
438,REGULAR AIR,04.12.2010,SHP_4035
439,REGULAR AIR,25.11.2009,SHP_587
440,DELIVERY TRUCK,15.09.2011,SHP_589
441,REGULAR AIR,05.12.2010,SHP_590
442,REGULAR AIR,22.12.2011,SHP_592
443,REGULAR AIR,11.08.2012,SHP_593
444,REGULAR AIR,25.08.2010,SHP_595
445,REGULAR AIR,24.05.2011,SHP_596
446,DELIVERY TRUCK,19.11.2012,SHP_597
447,REGULAR AIR,30.06.2012,SHP_598
448,REGULAR AIR,08.02.2009,SHP_600
449,REGULAR AIR,26.12.2009,SHP_6870
450,REGULAR AIR,28.09.2011,SHP_602
451,REGULAR AIR,23.09.2011,SHP_604
452,DELIVERY TRUCK,16.02.2009,SHP_606
453,REGULAR AIR,13.10.2009,SHP_607
454,DELIVERY TRUCK,11.03.2011,SHP_2223
455,REGULAR AIR,12.08.2012,SHP_610
456,REGULAR AIR,27.12.2009,SHP_611
457,EXPRESS AIR,29.06.2012,SHP_613
458,REGULAR AIR,21.01.2009,SHP_614
459,EXPRESS AIR,22.05.2012,SHP_615
460,REGULAR AIR,19.03.2009,SHP_616
461,DELIVERY TRUCK,05.09.2009,SHP_619
462,DELIVERY TRUCK,04.11.2009,SHP_620
463,REGULAR AIR,27.03.2011,SHP_621
464,REGULAR AIR,11.02.2012,SHP_623
465,DELIVERY TRUCK,07.05.2009,SHP_625
466,EXPRESS AIR,25.11.2010,SHP_626
467,REGULAR AIR,12.02.2011,SHP_627
468,DELIVERY TRUCK,29.03.2010,SHP_629
469,REGULAR AIR,07.09.2012,SHP_630
470,EXPRESS AIR,31.01.2011,SHP_631
471,REGULAR AIR,09.08.2009,SHP_633
472,DELIVERY TRUCK,06.05.2012,SHP_635
473,REGULAR AIR,10.11.2009,SHP_638
474,REGULAR AIR,15.06.2010,SHP_639
475,REGULAR AIR,12.01.2012,SHP_640
476,REGULAR AIR,19.12.2010,SHP_641
477,REGULAR AIR,30.11.2012,SHP_642
478,REGULAR AIR,19.04.2009,SHP_644
479,REGULAR AIR,25.09.2009,SHP_645
480,DELIVERY TRUCK,13.03.2011,SHP_646
481,REGULAR AIR,15.12.2010,SHP_647
482,REGULAR AIR,22.01.2012,SHP_648
483,REGULAR AIR,06.01.2012,SHP_649
484,REGULAR AIR,10.12.2009,SHP_651
485,REGULAR AIR,12.02.2010,SHP_653
486,REGULAR AIR,29.06.2009,SHP_654
487,REGULAR AIR,08.02.2011,SHP_655
488,REGULAR AIR,21.02.2011,SHP_656
489,REGULAR AIR,12.09.2012,SHP_657
490,DELIVERY TRUCK,14.02.2010,SHP_659
491,REGULAR AIR,03.02.2010,SHP_660
492,REGULAR AIR,26.09.2011,SHP_661
493,REGULAR AIR,14.08.2010,SHP_663
494,EXPRESS AIR,20.08.2010,SHP_665
495,REGULAR AIR,19.05.2012,SHP_666
496,REGULAR AIR,13.07.2010,SHP_668
497,REGULAR AIR,23.10.2011,SHP_669
498,REGULAR AIR,16.07.2010,SHP_671
499,EXPRESS AIR,05.03.2011,SHP_672
500,REGULAR AIR,06.01.2009,SHP_674
501,REGULAR AIR,14.05.2009,SHP_676
502,DELIVERY TRUCK,23.02.2010,SHP_677
503,REGULAR AIR,25.06.2011,SHP_679
504,REGULAR AIR,22.03.2009,SHP_680
505,REGULAR AIR,24.01.2011,SHP_681
506,REGULAR AIR,01.08.2011,SHP_682
507,EXPRESS AIR,04.04.2010,SHP_685
508,EXPRESS AIR,22.11.2010,SHP_686
509,REGULAR AIR,12.09.2010,SHP_687
510,DELIVERY TRUCK,01.09.2011,SHP_689
511,REGULAR AIR,07.06.2009,SHP_690
512,REGULAR AIR,24.03.2009,SHP_691
513,DELIVERY TRUCK,03.10.2010,SHP_692
514,DELIVERY TRUCK,15.09.2010,SHP_693
515,EXPRESS AIR,11.01.2010,SHP_694
516,EXPRESS AIR,27.06.2010,SHP_695
517,REGULAR AIR,23.07.2011,SHP_696
518,REGULAR AIR,11.10.2010,SHP_697
519,REGULAR AIR,09.02.2009,SHP_698
520,REGULAR AIR,11.11.2011,SHP_700
521,REGULAR AIR,26.07.2009,SHP_704
522,EXPRESS AIR,19.04.2009,SHP_705
523,EXPRESS AIR,24.02.2012,SHP_708
524,REGULAR AIR,02.08.2012,SHP_709
525,REGULAR AIR,18.12.2011,SHP_712
526,DELIVERY TRUCK,15.06.2010,SHP_714
527,REGULAR AIR,02.10.2010,SHP_715
528,EXPRESS AIR,27.04.2012,SHP_716
529,REGULAR AIR,24.09.2011,SHP_718
530,REGULAR AIR,01.07.2012,SHP_719
531,REGULAR AIR,12.11.2011,SHP_720
532,REGULAR AIR,06.11.2009,SHP_721
533,REGULAR AIR,20.02.2009,SHP_722
534,REGULAR AIR,03.03.2010,SHP_723
535,REGULAR AIR,28.06.2009,SHP_726
536,REGULAR AIR,27.01.2009,SHP_727
537,EXPRESS AIR,03.08.2011,SHP_728
538,REGULAR AIR,06.07.2010,SHP_729
539,REGULAR AIR,02.10.2012,SHP_730
540,REGULAR AIR,14.07.2011,SHP_731
541,DELIVERY TRUCK,28.07.2010,SHP_732
542,REGULAR AIR,06.07.2009,SHP_734
543,REGULAR AIR,13.12.2012,SHP_737
544,REGULAR AIR,02.12.2011,SHP_739
545,REGULAR AIR,04.04.2009,SHP_740
546,REGULAR AIR,26.06.2010,SHP_741
547,REGULAR AIR,17.02.2011,SHP_742
548,REGULAR AIR,28.08.2010,SHP_743
549,REGULAR AIR,06.11.2010,SHP_746
550,EXPRESS AIR,30.04.2009,SHP_747
551,REGULAR AIR,10.08.2009,SHP_748
552,EXPRESS AIR,19.03.2009,SHP_749
553,DELIVERY TRUCK,06.01.2009,SHP_751
554,REGULAR AIR,08.10.2012,SHP_752
555,REGULAR AIR,05.11.2010,SHP_753
556,REGULAR AIR,12.12.2012,SHP_755
557,DELIVERY TRUCK,06.02.2009,SHP_756
558,REGULAR AIR,30.09.2011,SHP_757
559,REGULAR AIR,12.06.2012,SHP_758
560,DELIVERY TRUCK,27.09.2010,SHP_760
561,DELIVERY TRUCK,22.01.2009,SHP_4023
562,REGULAR AIR,06.10.2012,SHP_763
563,EXPRESS AIR,27.03.2009,SHP_764
564,REGULAR AIR,21.09.2012,SHP_766
565,REGULAR AIR,07.02.2010,SHP_767
566,REGULAR AIR,20.03.2010,SHP_768
567,REGULAR AIR,24.11.2011,SHP_770
568,REGULAR AIR,30.04.2009,SHP_772
